site_id,date,year,kwh_elec,kwh_gas,avg_temp
S017,2025-02-20,2025,50.28,78.57,3.87
S018,2025-02-20,2025,121.77,377.12,1.67
S019,2025-02-20,2025,1174.91,1078.53,2.56
S020,2025-02-20,2025,72.81,148.35,3.07
S021,2025-02-20,2025,113.05,146.09,6.58
S022,2025-02-20,2025,110.85,299.87,4.23
S023,2025-02-20,2025,729.58,464.33,6.66
S024,2025-02-20,2025,40.98,93.05,0.85
S025,2025-02-20,2025,175.03,245.78,5.53
S026,2025-02-20,2025,79.40,269.13,0.98
S027,2025-02-20,2025,883.81,595.91,6.51
S028,2025-02-20,2025,0.00,0.00,2.02
S029,2025-02-20,2025,0.00,0.00,2.38
S030,2025-02-20,2025,0.00,0.00,0.82
S001,2025-02-21,2025,157.94,195.84,6.81
S002,2025-02-21,2025,101.62,334.37,0.96
S003,2025-02-21,2025,931.23,815.00,4.06
S004,2025-02-21,2025,175.03,282.09,5.95
S005,2025-02-21,2025,159.41,229.14,2.73
S006,2025-02-21,2025,148.92,439.42,2.09
S007,2025-02-21,2025,890.42,767.75,3.80
S008,2025-02-21,2025,30.64,57.63,4.57
S009,2025-02-21,2025,124.82,226.04,1.54
S010,2025-02-21,2025,214.26,483.60,4.92
S011,2025-02-21,2025,962.96,806.30,2.48
S012,2025-02-21,2025,67.82,149.86,3.66
S013,2025-02-21,2025,58.86,78.18,5.23
S014,2025-02-21,2025,225.93,529.35,5.76
S015,2025-02-21,2025,632.27,687.78,2.84
S016,2025-02-21,2025,51.24,102.33,3.55
S017,2025-02-21,2025,51.86,69.45,3.36
S018,2025-02-21,2025,131.38,256.23,6.34
S019,2025-02-21,2025,1158.00,1047.44,2.84
S020,2025-02-21,2025,78.85,135.44,3.97
S021,2025-02-21,2025,124.30,182.44,3.01
S022,2025-02-21,2025,123.84,275.18,5.38
S023,2025-02-21,2025,667.94,505.72,6.44
S024,2025-02-21,2025,42.13,85.10,2.60
S025,2025-02-21,2025,160.61,262.87,3.22
S026,2025-02-21,2025,91.06,241.03,2.45
S027,2025-02-21,2025,900.74,646.13,4.75
S028,2025-02-21,2025,0.00,0.00,1.71
S029,2025-02-21,2025,0.00,0.00,5.60
S030,2025-02-21,2025,0.00,0.00,2.93
S001,2025-02-22,2025,92.71,149.10,5.78
S002,2025-02-22,2025,70.41,162.43,3.85
S003,2025-02-22,2025,541.17,650.96,1.74
S004,2025-02-22,2025,113.83,240.28,1.40
S005,2025-02-22,2025,95.20,168.68,2.47
S006,2025-02-22,2025,100.98,205.08,5.79
S007,2025-02-22,2025,504.83,346.03,6.57
S008,2025-02-22,2025,18.74,39.79,2.13
S009,2025-02-22,2025,72.84,106.29,5.95
S010,2025-02-22,2025,134.62,370.42,2.83
S011,2025-02-22,2025,584.52,467.95,4.68
S012,2025-02-22,2025,47.30,89.68,2.74
S013,2025-02-22,2025,32.54,45.47,4.65
S014,2025-02-22,2025,140.49,274.06,6.88
S015,2025-02-22,2025,373.53,408.73,2.28
S016,2025-02-22,2025,32.70,56.64,5.10
S017,2025-02-22,2025,33.02,44.22,3.23
S018,2025-02-22,2025,72.14,133.97,6.77
S019,2025-02-22,2025,612.91,582.03,4.90
S020,2025-02-22,2025,48.86,90.54,3.59
S021,2025-02-22,2025,77.75,112.59,5.37
S022,2025-02-22,2025,70.86,178.21,3.85
S023,2025-02-22,2025,443.65,481.43,1.25
S024,2025-02-22,2025,23.46,52.22,2.52
S025,2025-02-22,2025,111.05,164.46,5.18
S026,2025-02-22,2025,55.06,100.25,6.73
S027,2025-02-22,2025,523.52,440.95,4.20
S028,2025-02-22,2025,0.00,0.00,5.66
S029,2025-02-22,2025,0.00,0.00,5.03
S030,2025-02-22,2025,0.00,0.00,1.34
S001,2025-02-23,2025,102.94,137.48,5.83
S002,2025-02-23,2025,66.54,188.79,1.86
S003,2025-02-23,2025,609.04,545.54,4.19
S004,2025-02-23,2025,124.62,197.31,4.66
S005,2025-02-23,2025,87.08,151.48,2.05
S006,2025-02-23,2025,98.93,255.15,3.21
S007,2025-02-23,2025,506.80,454.10,4.77
S008,2025-02-23,2025,18.50,36.85,2.74
S009,2025-02-23,2025,80.41,104.37,5.41
S010,2025-02-23,2025,131.98,288.33,5.21
S011,2025-02-23,2025,477.40,352.87,6.75
S012,2025-02-23,2025,45.45,88.64,2.61
S013,2025-02-23,2025,32.81,62.03,2.02
S014,2025-02-23,2025,133.02,336.03,5.92
S015,2025-02-23,2025,449.64,411.49,1.85
S016,2025-02-23,2025,29.55,46.31,6.18
S017,2025-02-23,2025,26.32,47.25,2.63
S018,2025-02-23,2025,80.35,139.77,6.42
S019,2025-02-23,2025,620.49,571.61,4.52
S020,2025-02-23,2025,46.95,77.57,4.41
S021,2025-02-23,2025,81.12,128.92,2.37
S022,2025-02-23,2025,68.26,147.03,5.22
S023,2025-02-23,2025,430.44,379.01,3.08
S024,2025-02-23,2025,22.19,53.86,2.94
S025,2025-02-23,2025,121.82,164.27,3.98
S026,2025-02-23,2025,55.06,141.02,3.28
S027,2025-02-23,2025,569.07,399.10,5.43
S028,2025-02-23,2025,0.00,0.00,4.37
S029,2025-02-23,2025,0.00,0.00,3.81
S030,2025-02-23,2025,0.00,0.00,3.19
S001,2025-02-24,2025,150.86,285.54,1.79
S002,2025-02-24,2025,109.62,238.69,4.17
S003,2025-02-24,2025,860.38,946.15,2.13
S004,2025-02-24,2025,200.85,320.81,4.73
S005,2025-02-24,2025,157.19,231.42,2.95
S006,2025-02-24,2025,139.03,436.35,2.23
S007,2025-02-24,2025,826.38,616.11,6.83
S008,2025-02-24,2025,34.01,56.88,4.36
S009,2025-02-24,2025,133.63,152.86,5.34
S010,2025-02-24,2025,228.33,552.75,3.22
S011,2025-02-24,2025,773.38,728.94,5.66
S012,2025-02-24,2025,82.77,114.19,5.63
S013,2025-02-24,2025,51.87,78.32,4.12
S014,2025-02-24,2025,218.22,635.49,3.58
S015,2025-02-24,2025,642.51,484.86,6.40
S016,2025-02-24,2025,52.12,98.97,4.26
S017,2025-02-24,2025,52.00,77.92,1.98
S018,2025-02-24,2025,112.44,307.95,4.85
S019,2025-02-24,2025,1169.21,683.48,7.08
S020,2025-02-24,2025,66.26,134.65,3.39
S021,2025-02-24,2025,128.84,198.32,2.23
S022,2025-02-24,2025,127.52,316.41,3.38
S023,2025-02-24,2025,690.79,541.48,6.24
S024,2025-02-24,2025,42.44,81.19,1.87
S025,2025-02-24,2025,176.98,268.10,4.90
S026,2025-02-24,2025,77.93,158.33,6.13
S027,2025-02-24,2025,811.75,744.16,4.97
S028,2025-02-24,2025,0.00,0.00,5.01
S029,2025-02-24,2025,0.00,0.00,1.78
S030,2025-02-24,2025,0.00,0.00,2.68
S001,2025-02-25,2025,159.07,259.31,2.52
S002,2025-02-25,2025,114.00,290.09,2.99
S003,2025-02-25,2025,899.55,869.76,4.40
S004,2025-02-25,2025,195.38,344.83,5.08
S005,2025-02-25,2025,161.87,195.26,4.88
S006,2025-02-25,2025,141.12,365.45,2.36
S007,2025-02-25,2025,901.73,528.11,7.18
S008,2025-02-25,2025,35.00,59.96,4.19
S009,2025-02-25,2025,132.32,163.41,5.86
S010,2025-02-25,2025,258.91,684.77,1.57
S011,2025-02-25,2025,959.46,668.42,6.62
S012,2025-02-25,2025,78.35,163.27,2.58
S013,2025-02-25,2025,48.47,77.59,5.72
S014,2025-02-25,2025,218.83,647.85,1.39
S015,2025-02-25,2025,601.53,525.53,4.92
S016,2025-02-25,2025,49.90,104.35,3.29
S017,2025-02-25,2025,50.26,84.43,2.92
S018,2025-02-25,2025,110.35,263.91,5.95
S019,2025-02-25,2025,981.55,890.80,5.28
S020,2025-02-25,2025,76.85,107.89,6.29
S021,2025-02-25,2025,126.69,152.70,6.91
S022,2025-02-25,2025,111.81,281.18,4.71
S023,2025-02-25,2025,643.02,603.39,2.90
S024,2025-02-25,2025,37.15,62.25,6.45
S025,2025-02-25,2025,163.83,320.64,2.10
S026,2025-02-25,2025,95.28,190.54,4.21
S027,2025-02-25,2025,793.58,629.09,5.77
S028,2025-02-25,2025,0.00,0.00,4.40
S029,2025-02-25,2025,0.00,0.00,1.33
S030,2025-02-25,2025,0.00,0.00,6.27
S001,2025-02-26,2025,180.33,283.66,2.84
S002,2025-02-26,2025,120.16,292.32,1.68
S003,2025-02-26,2025,1032.32,792.41,4.56
S004,2025-02-26,2025,192.60,275.32,6.58
S005,2025-02-26,2025,144.76,260.23,1.86
S006,2025-02-26,2025,142.70,370.41,2.43
S007,2025-02-26,2025,863.82,655.77,3.89
S008,2025-02-26,2025,31.61,42.51,7.08
S009,2025-02-26,2025,109.21,193.17,4.49
S010,2025-02-26,2025,219.71,481.63,5.37
S011,2025-02-26,2025,921.06,877.55,2.99
S012,2025-02-26,2025,70.68,177.25,1.58
S013,2025-02-26,2025,50.79,65.13,5.95
S014,2025-02-26,2025,212.58,538.72,5.62
S015,2025-02-26,2025,643.88,667.14,1.89
S016,2025-02-26,2025,54.65,87.31,4.18
S017,2025-02-26,2025,47.74,76.33,3.06
S018,2025-02-26,2025,132.05,270.12,4.60
S019,2025-02-26,2025,1064.50,815.65,6.31
S020,2025-02-26,2025,64.60,149.07,2.29
S021,2025-02-26,2025,118.14,180.22,3.30
S022,2025-02-26,2025,128.25,264.99,4.69
S023,2025-02-26,2025,643.70,679.28,3.02
S024,2025-02-26,2025,39.03,63.72,7.11
S025,2025-02-26,2025,176.96,308.10,1.46
S026,2025-02-26,2025,77.56,209.19,4.51
S027,2025-02-26,2025,828.56,627.72,6.78
S028,2025-02-26,2025,0.00,0.00,2.98
S029,2025-02-26,2025,0.00,0.00,3.71
S030,2025-02-26,2025,0.00,0.00,5.22
S001,2025-02-27,2025,165.56,249.28,3.34
S002,2025-02-27,2025,102.83,246.11,4.10
S003,2025-02-27,2025,1014.55,720.55,6.96
S004,2025-02-27,2025,166.09,322.78,5.08
S005,2025-02-27,2025,140.84,210.91,5.35
S006,2025-02-27,2025,155.67,370.13,4.55
S007,2025-02-27,2025,760.67,830.77,2.37
S008,2025-02-27,2025,28.62,61.43,4.43
S009,2025-02-27,2025,123.58,195.64,2.86
S010,2025-02-27,2025,247.16,683.62,2.27
S011,2025-02-27,2025,825.74,799.36,4.04
S012,2025-02-27,2025,77.91,166.50,1.73
S013,2025-02-27,2025,51.05,77.47,5.50
S014,2025-02-27,2025,228.73,644.33,2.69
S015,2025-02-27,2025,643.38,500.97,5.58
S016,2025-02-27,2025,51.22,95.83,4.73
S017,2025-02-27,2025,51.45,73.88,2.49
S018,2025-02-27,2025,116.55,287.03,5.56
S019,2025-02-27,2025,1066.25,1136.29,2.29
S020,2025-02-27,2025,75.37,117.68,5.23
S021,2025-02-27,2025,131.75,218.47,2.02
S022,2025-02-27,2025,103.11,276.29,5.07
S023,2025-02-27,2025,646.09,519.68,6.81
S024,2025-02-27,2025,43.14,67.26,4.55
S025,2025-02-27,2025,182.31,274.92,4.05
S026,2025-02-27,2025,85.56,214.07,4.00
S027,2025-02-27,2025,753.20,736.19,5.17
S028,2025-02-27,2025,0.00,0.00,6.69
S029,2025-02-27,2025,0.00,0.00,2.28
S030,2025-02-27,2025,0.00,0.00,2.79
S001,2025-02-28,2025,181.28,314.81,2.01
S002,2025-02-28,2025,97.01,309.05,2.78
S003,2025-02-28,2025,992.50,626.30,7.48
S004,2025-02-28,2025,164.30,271.25,7.30
S005,2025-02-28,2025,163.36,181.19,5.57
S006,2025-02-28,2025,162.20,351.21,4.19
S007,2025-02-28,2025,847.11,713.41,3.92
S008,2025-02-28,2025,32.11,52.75,4.11
S009,2025-02-28,2025,132.05,219.01,2.26
S010,2025-02-28,2025,229.77,475.12,6.10
S011,2025-02-28,2025,833.46,839.05,2.94
S012,2025-02-28,2025,69.82,122.40,5.32
S013,2025-02-28,2025,56.41,63.15,7.42
S014,2025-02-28,2025,229.24,499.27,6.19
S015,2025-02-28,2025,646.76,708.03,2.66
S016,2025-02-28,2025,47.62,97.43,2.54
S017,2025-02-28,2025,53.36,69.57,5.01
S018,2025-02-28,2025,116.12,297.67,2.53
S019,2025-02-28,2025,968.76,1088.57,2.27
S020,2025-02-28,2025,76.25,150.21,3.01
S021,2025-02-28,2025,130.08,151.41,5.74
S022,2025-02-28,2025,103.61,192.23,7.31
S023,2025-02-28,2025,605.12,459.13,6.96
S024,2025-02-28,2025,38.76,65.21,6.56
S025,2025-02-28,2025,164.10,219.08,6.08
S026,2025-02-28,2025,95.57,201.99,3.22
S027,2025-02-28,2025,760.86,748.41,4.82
S028,2025-02-28,2025,0.00,0.00,7.35
S029,2025-02-28,2025,0.00,0.00,5.36
S030,2025-02-28,2025,0.00,0.00,2.66
S001,2025-03-01,2025,98.31,140.34,6.18
S002,2025-03-01,2025,60.60,194.32,2.19
S003,2025-03-01,2025,646.86,394.87,7.08
S004,2025-03-01,2025,105.25,177.19,5.55
S005,2025-03-01,2025,92.22,151.40,2.49
S006,2025-03-01,2025,98.76,263.53,2.32
S007,2025-03-01,2025,470.76,448.71,3.02
S008,2025-03-01,2025,19.34,28.22,6.92
S009,2025-03-01,2025,76.11,82.05,7.26
S010,2025-03-01,2025,145.88,290.34,7.16
S011,2025-03-01,2025,522.25,384.55,7.46
S012,2025-03-01,2025,51.22,84.98,3.33
S013,2025-03-01,2025,33.28,48.75,4.27
S014,2025-03-01,2025,136.01,353.15,3.29
S015,2025-03-01,2025,431.43,302.27,7.00
S016,2025-03-01,2025,29.64,50.32,6.15
S017,2025-03-01,2025,28.37,31.50,7.44
S018,2025-03-01,2025,74.43,190.33,3.97
S019,2025-03-01,2025,724.10,440.70,7.30
S020,2025-03-01,2025,44.07,61.64,7.11
S021,2025-03-01,2025,77.21,105.71,5.14
S022,2025-03-01,2025,64.80,132.28,6.99
S023,2025-03-01,2025,374.00,427.37,2.31
S024,2025-03-01,2025,22.14,49.35,2.06
S025,2025-03-01,2025,105.22,139.36,6.18
S026,2025-03-01,2025,46.69,138.96,3.48
S027,2025-03-01,2025,517.59,403.55,5.52
S028,2025-03-01,2025,0.00,0.00,2.42
S029,2025-03-01,2025,0.00,0.00,4.18
S030,2025-03-01,2025,0.00,0.00,2.19
S001,2025-03-02,2025,89.71,115.16,7.80
S002,2025-03-02,2025,66.76,162.36,5.19
S003,2025-03-02,2025,604.41,440.53,6.56
S004,2025-03-02,2025,127.52,220.89,2.97
S005,2025-03-02,2025,93.24,147.80,2.06
S006,2025-03-02,2025,102.72,175.79,5.85
S007,2025-03-02,2025,527.43,540.41,1.98
S008,2025-03-02,2025,20.16,34.00,5.03
S009,2025-03-02,2025,77.01,95.04,6.07
S010,2025-03-02,2025,160.97,372.47,3.33
S011,2025-03-02,2025,510.63,372.36,7.52
S012,2025-03-02,2025,42.22,79.03,4.98
S013,2025-03-02,2025,36.92,41.77,6.60
S014,2025-03-02,2025,147.34,374.88,4.17
S015,2025-03-02,2025,385.78,380.56,2.54
S016,2025-03-02,2025,31.57,59.44,4.41
S017,2025-03-02,2025,26.59,46.37,3.46
S018,2025-03-02,2025,69.24,186.96,4.71
S019,2025-03-02,2025,609.98,549.30,6.31
S020,2025-03-02,2025,48.89,85.87,3.78
S021,2025-03-02,2025,75.57,87.62,7.14
S022,2025-03-02,2025,76.43,169.40,3.10
S023,2025-03-02,2025,434.20,380.74,4.36
S024,2025-03-02,2025,23.88,40.63,6.88
S025,2025-03-02,2025,109.44,143.01,6.53
S026,2025-03-02,2025,52.98,122.48,5.18
S027,2025-03-02,2025,544.72,353.85,7.41
S028,2025-03-02,2025,0.00,0.00,6.09
S029,2025-03-02,2025,0.00,0.00,2.37
S030,2025-03-02,2025,0.00,0.00,1.94
S001,2025-03-03,2025,148.98,280.30,2.93
S002,2025-03-03,2025,98.74,220.70,5.00
S003,2025-03-03,2025,989.44,875.39,4.05
S004,2025-03-03,2025,199.83,326.84,4.90
S005,2025-03-03,2025,142.30,209.61,4.88
S006,2025-03-03,2025,157.96,372.89,3.81
S007,2025-03-03,2025,873.37,820.42,3.30
S008,2025-03-03,2025,34.85,62.87,4.38
S009,2025-03-03,2025,125.61,139.41,7.63
S010,2025-03-03,2025,256.62,612.12,3.37
S011,2025-03-03,2025,768.04,765.24,3.34
S012,2025-03-03,2025,72.05,139.02,2.60
S013,2025-03-03,2025,54.18,98.06,2.57
S014,2025-03-03,2025,214.46,531.33,4.59
S015,2025-03-03,2025,731.04,588.54,5.16
S016,2025-03-03,2025,44.94,80.32,4.61
S017,2025-03-03,2025,46.63,83.78,2.42
S018,2025-03-03,2025,127.16,302.94,2.97
S019,2025-03-03,2025,invalid,1148.91,2.23
S020,2025-03-03,2025,76.86,89.11,7.97
S021,2025-03-03,2025,108.57,186.00,3.36
S022,2025-03-03,2025,117.61,230.32,7.24
S023,2025-03-03,2025,635.98,592.14,3.24
S024,2025-03-03,2025,42.55,57.57,7.66
S025,2025-03-03,2025,196.54,319.73,2.77
S026,2025-03-03,2025,87.04,193.95,5.24
S027,2025-03-03,2025,885.01,626.72,6.71
S028,2025-03-03,2025,0.00,0.00,6.14
S029,2025-03-03,2025,0.00,0.00,2.67
S030,2025-03-03,2025,0.00,0.00,5.01
S001,2025-03-04,2025,144.89,170.97,7.54
S002,2025-03-04,2025,97.50,259.78,4.32
S003,2025-03-04,2025,1002.25,687.05,6.09
S004,2025-03-04,2025,176.66,376.49,3.84
S005,2025-03-04,2025,160.53,186.98,5.89
S006,2025-03-04,2025,142.73,378.80,3.99
S007,2025-03-04,2025,758.03,657.11,6.37
S008,2025-03-04,2025,34.53,50.86,5.73
S009,2025-03-04,2025,111.43,169.10,4.61
S010,2025-03-04,2025,225.28,572.97,4.65
S011,2025-03-04,2025,947.20,825.97,2.39
S012,2025-03-04,2025,74.92,154.09,2.72
S013,2025-03-04,2025,48.08,76.49,5.02
S014,2025-03-04,2025,260.63,443.40,6.34
S015,2025-03-04,2025,704.37,411.48,7.49
S016,2025-03-04,2025,48.78,95.61,2.28
S017,2025-03-04,2025,52.31,67.62,4.13
S018,2025-03-04,2025,113.68,369.40,2.23
S019,2025-03-04,2025,1034.51,780.57,6.42
S020,2025-03-04,2025,66.98,96.53,7.86
S021,2025-03-04,2025,110.56,176.19,3.50
S022,2025-03-04,2025,104.68,260.98,5.93
S023,2025-03-04,2025,685.78,442.49,7.55
S024,2025-03-04,2025,36.53,58.61,6.84
S025,2025-03-04,2025,158.39,270.02,3.83
S026,2025-03-04,2025,77.02,153.72,7.60
S027,2025-03-04,2025,923.04,751.70,3.84
S028,2025-03-04,2025,0.00,0.00,4.50
S029,2025-03-04,2025,0.00,0.00,5.48
S030,2025-03-04,2025,0.00,0.00,3.85
S001,2025-03-05,2025,179.72,251.60,4.57
S002,2025-03-05,2025,112.86,194.52,7.34
S003,2025-03-05,2025,1000.18,816.09,5.34
S004,2025-03-05,2025,208.14,389.52,2.75
S005,2025-03-05,2025,149.20,170.49,6.40
S006,2025-03-05,2025,154.57,386.90,2.47
S007,2025-03-05,2025,749.55,707.16,3.87
S008,2025-03-05,2025,27.89,57.03,4.57
S009,2025-03-05,2025,125.74,162.83,6.85
S010,2025-03-05,2025,221.80,389.00,7.77
S011,2025-03-05,2025,893.08,750.02,5.23
S012,2025-03-05,2025,81.87,108.51,6.68
S013,2025-03-05,2025,53.91,77.73,4.46
S014,2025-03-05,2025,211.52,604.85,3.36
S015,2025-03-05,2025,723.74,530.78,5.44
S016,2025-03-05,2025,48.92,97.97,4.47
S017,2025-03-05,2025,53.02,52.40,8.21
S018,2025-03-05,2025,122.85,276.21,5.69
S019,2025-03-05,2025,1084.15,706.69,7.24
S020,2025-03-05,2025,63.56,139.23,4.32
S021,2025-03-05,2025,128.08,145.96,6.58
S022,2025-03-05,2025,110.31,239.79,4.73
S023,2025-03-05,2025,645.79,458.29,8.15
S024,2025-03-05,2025,39.95,71.72,3.29
S025,2025-03-05,2025,190.74,223.34,5.46
S026,2025-03-05,2025,87.01,200.92,3.40
S027,2025-03-05,2025,859.25,738.56,3.34
S028,2025-03-05,2025,0.00,0.00,5.17
S029,2025-03-05,2025,0.00,0.00,6.62
S030,2025-03-05,2025,0.00,0.00,6.76
S001,2025-03-06,2025,148.89,258.14,3.54
S002,2025-03-06,2025,119.91,289.83,3.19
S003,2025-03-06,2025,976.93,637.46,6.38
S004,2025-03-06,2025,199.76,352.36,2.74
S005,2025-03-06,2025,148.14,183.21,6.68
S006,2025-03-06,2025,138.01,345.60,4.45
S007,2025-03-06,2025,855.28,623.95,6.80
S008,2025-03-06,2025,35.19,52.33,6.12
S009,2025-03-06,2025,115.98,192.38,2.54
S010,2025-03-06,2025,215.33,452.68,5.55
S011,2025-03-06,2025,940.20,743.16,4.01
S012,2025-03-06,2025,78.73,150.45,3.39
S013,2025-03-06,2025,50.81,74.11,4.33
S014,2025-03-06,2025,254.89,362.40,8.23
S015,2025-03-06,2025,691.37,582.81,5.41
S016,2025-03-06,2025,51.05,66.61,7.35
S017,2025-03-06,2025,52.03,62.78,5.97
S018,2025-03-06,2025,124.19,230.66,6.62
S019,2025-03-06,2025,1031.66,930.48,5.08
S020,2025-03-06,2025,71.55,97.71,6.64
S021,2025-03-06,2025,110.73,129.42,8.31
S022,2025-03-06,2025,110.98,323.40,3.12
S023,2025-03-06,2025,752.48,581.24,2.96
S024,2025-03-06,2025,41.93,67.76,5.66
S025,2025-03-06,2025,172.70,291.15,3.10
S026,2025-03-06,2025,92.42,153.68,7.66
S027,2025-03-06,2025,911.65,784.71,2.42
S028,2025-03-06,2025,0.00,0.00,3.96
S029,2025-03-06,2025,0.00,0.00,6.68
S030,2025-03-06,2025,invalid,0.00,3.29
S001,2025-03-07,2025,150.20,296.95,2.62
S002,2025-03-07,2025,103.11,188.67,7.46
S003,2025-03-07,2025,943.63,639.12,6.94
S004,2025-03-07,2025,164.67,374.16,2.56
S005,2025-03-07,2025,149.40,220.49,4.62
S006,2025-03-07,2025,159.88,343.43,5.02
S007,2025-03-07,2025,900.07,534.75,7.76
S008,2025-03-07,2025,31.19,44.64,7.50
S009,2025-03-07,2025,135.71,133.68,7.14
S010,2025-03-07,2025,249.88,451.53,5.72
S011,2025-03-07,2025,769.97,828.26,4.11
S012,2025-03-07,2025,65.62,156.20,3.05
S013,2025-03-07,2025,55.09,76.45,5.09
S014,2025-03-07,2025,244.02,503.50,4.72
S015,2025-03-07,2025,652.65,595.70,4.41
S016,2025-03-07,2025,54.45,81.49,6.74
S017,2025-03-07,2025,47.57,80.41,3.91
S018,2025-03-07,2025,120.08,331.33,2.58
S019,2025-03-07,2025,1215.34,946.57,4.28
S020,2025-03-07,2025,72.96,95.22,7.18
S021,2025-03-07,2025,137.44,163.59,6.28
S022,2025-03-07,2025,119.87,230.37,7.10
S023,2025-03-07,2025,704.45,474.64,7.53
S024,2025-03-07,2025,41.65,72.66,5.02
S025,2025-03-07,2025,180.12,212.73,7.94
S026,2025-03-07,2025,92.76,133.29,8.25
S027,2025-03-07,2025,750.48,661.27,4.79
S028,2025-03-07,2025,0.00,0.00,3.84
S029,2025-03-07,2025,0.00,0.00,6.48
S030,2025-03-07,2025,0.00,0.00,7.61
S001,2025-03-08,2025,90.07,127.53,7.14
S002,2025-03-08,2025,invalid,183.41,3.21
S003,2025-03-08,2025,611.02,323.47,8.38
S004,2025-03-08,2025,127.02,178.91,6.11
S005,2025-03-08,2025,99.28,137.25,2.92
S006,2025-03-08,2025,96.36,205.28,5.63
S007,2025-03-08,2025,498.64,356.17,7.63
S008,2025-03-08,2025,20.58,30.89,6.66
S009,2025-03-08,2025,75.91,106.17,6.08
S010,2025-03-08,2025,159.81,316.17,5.94
S011,2025-03-08,2025,577.15,506.40,4.08
S012,2025-03-08,2025,44.41,68.36,5.76
S013,2025-03-08,2025,30.29,36.42,7.50
S014,2025-03-08,2025,150.86,282.36,5.86
S015,2025-03-08,2025,438.24,360.94,4.19
S016,2025-03-08,2025,32.00,35.45,8.49
S017,2025-03-08,2025,32.35,35.25,7.37
S018,2025-03-08,2025,78.59,147.70,7.71
S019,2025-03-08,2025,677.52,503.17,6.39
S020,2025-03-08,2025,38.69,82.75,3.65
S021,2025-03-08,2025,76.85,97.78,6.43
S022,2025-03-08,2025,70.20,127.58,7.84
S023,2025-03-08,2025,382.73,285.41,7.08
S024,2025-03-08,2025,25.50,34.74,6.65
S025,2025-03-08,2025,98.32,131.74,6.80
S026,2025-03-08,2025,56.45,88.80,7.94
S027,2025-03-08,2025,520.86,408.50,5.38
S028,2025-03-08,2025,0.00,0.00,6.22
S029,2025-03-08,2025,0.00,0.00,6.70
S030,2025-03-08,2025,0.00,0.00,7.71
S001,2025-03-09,2025,89.96,108.05,8.19
S002,2025-03-09,2025,65.19,139.39,6.33
S003,2025-03-09,2025,547.17,492.46,4.85
S004,2025-03-09,2025,122.32,156.05,7.13
S005,2025-03-09,2025,83.87,144.56,3.57
S006,2025-03-09,2025,95.09,238.55,3.87
S007,2025-03-09,2025,526.92,461.04,3.69
S008,2025-03-09,2025,18.72,43.33,2.88
S009,2025-03-09,2025,73.86,93.70,6.60
S010,2025-03-09,2025,133.11,277.65,6.34
S011,2025-03-09,2025,503.19,462.92,3.41
S012,2025-03-09,2025,50.50,82.79,3.59
S013,2025-03-09,2025,30.72,45.40,4.42
S014,2025-03-09,2025,162.04,314.68,6.62
S015,2025-03-09,2025,442.91,295.13,5.55
S016,2025-03-09,2025,29.26,42.36,7.29
S017,2025-03-09,2025,30.65,40.40,5.99
S018,2025-03-09,2025,75.61,197.73,3.06
S019,2025-03-09,2025,618.86,486.77,7.07
S020,2025-03-09,2025,40.57,79.18,4.33
S021,2025-03-09,2025,74.88,88.05,7.34
S022,2025-03-09,2025,75.89,133.12,6.85
S023,2025-03-09,2025,450.03,383.25,3.53
S024,2025-03-09,2025,26.09,30.02,8.06
S025,2025-03-09,2025,116.34,155.09,4.76
S026,2025-03-09,2025,53.75,134.52,4.42
S027,2025-03-09,2025,564.49,415.87,4.28
S028,2025-03-09,2025,0.00,0.00,8.00
S029,2025-03-09,2025,0.00,0.00,3.87
S030,2025-03-09,2025,0.00,0.00,5.47
S001,2025-03-10,2025,157.26,271.19,3.99
S002,2025-03-10,2025,114.18,192.79,6.75
S003,2025-03-10,2025,931.63,734.29,4.76
S004,2025-03-10,2025,203.08,323.27,4.25
S005,2025-03-10,2025,146.90,161.93,7.02
S006,2025-03-10,2025,145.52,350.41,4.86
S007,2025-03-10,2025,896.96,614.91,5.04
S008,2025-03-10,2025,35.27,50.54,4.98
S009,2025-03-10,2025,115.71,145.05,6.50
S010,2025-03-10,2025,246.03,429.58,6.18
S011,2025-03-10,2025,955.61,839.55,3.63
S012,2025-03-10,2025,77.29,153.28,2.98
S013,2025-03-10,2025,47.94,83.89,4.53
S014,2025-03-10,2025,218.76,552.02,3.31
S015,2025-03-10,2025,654.29,566.91,5.74
S016,2025-03-10,2025,51.48,83.38,6.46
S017,2025-03-10,2025,42.62,75.29,2.91
S018,2025-03-10,2025,139.17,287.59,3.99
S019,2025-03-10,2025,968.95,733.67,7.30
S020,2025-03-10,2025,76.20,122.44,5.60
S021,2025-03-10,2025,124.17,195.03,4.36
S022,2025-03-10,2025,127.03,279.00,3.87
S023,2025-03-10,2025,761.03,454.79,7.62
S024,2025-03-10,2025,37.11,74.26,3.93
S025,2025-03-10,2025,187.67,217.24,6.23
S026,2025-03-10,2025,77.11,146.25,8.17
S027,2025-03-10,2025,879.33,771.05,4.60
S028,2025-03-10,2025,0.00,0.00,3.88
S029,2025-03-10,2025,0.00,0.00,5.10
S030,2025-03-10,2025,0.00,0.00,7.30
S001,2025-03-11,2025,162.24,270.86,4.15
S002,2025-03-11,2025,97.99,225.36,5.26
,,,,,
S004,2025-03-11,2025,189.41,371.14,3.16
